id,status_group
48597,functional
40168,non functional
58318,functional
66143,functional
21902,non functional
12213,functional
37627,functional needs repair
41360,non functional
27536,functional needs repair
3622,non functional
40265,non functional
40661,functional
47916,functional
37551,functional
44928,functional
56298,functional
17511,non functional
7431,functional
30535,functional
41436,functional
5549,functional
33286,non functional
1056,functional
28830,functional
24809,functional
58012,non functional
48163,functional
30588,functional
18596,functional
11283,functional
70437,functional needs repair
8495,functional
21433,functional
10115,non functional
20404,non functional
57821,non functional
46370,functional
47199,functional
20424,functional
25797,functional
55359,functional
16643,non functional
12404,non functional
65298,functional
60531,functional
59761,functional needs repair
7065,non functional
54271,functional
9225,functional needs repair
10610,functional
42239,functional
56523,functional needs repair
59299,functional
8236,functional
65043,non functional
14224,functional
51203,functional
59735,non functional
22028,functional
3636,functional needs repair
4792,non functional
49115,functional
24087,non functional
36443,functional
22236,functional
28094,non functional
5340,functional
70137,non functional
64355,non functional
60694,functional
42334,non functional
68141,functional
8834,functional
53148,non functional
45612,non functional
34904,non functional
73881,non functional
24264,functional
71702,functional
69095,non functional
48254,non functional
2823,non functional
15745,non functional
29097,non functional
15,non functional
25749,non functional
8973,non functional
33063,functional
65706,functional
47063,functional
41921,functional needs repair
44641,non functional
27782,functional
56241,functional
51863,functional
34562,functional
73502,functional
13172,functional
36279,functional
64502,functional needs repair
12664,non functional
10587,functional
59194,non functional
12190,functional
70939,functional
16333,functional
59599,functional
61970,functional needs repair
59598,non functional
18400,non functional
16924,functional
40293,functional
68217,functional
43825,functional
58950,functional
70537,non functional
16162,functional
8802,non functional
12217,functional
45456,non functional
62988,non functional
24496,functional
25490,functional
62759,functional
36283,functional
63820,non functional
19797,functional
73747,functional
5787,non functional
37541,non functional
72946,functional
48629,functional
14460,functional
71677,non functional
15965,functional
15280,non functional
57585,non functional
50975,functional
40442,non functional
12925,non functional
14371,non functional
42469,functional
68384,functional
15563,functional
74032,functional needs repair
72233,functional needs repair
42924,non functional
26684,functional needs repair
40214,non functional
33323,functional
45390,functional
11494,functional
8688,functional
44442,functional
3077,non functional
8545,non functional
63338,functional
27693,non functional
28686,functional
17878,functional needs repair
2781,functional
9760,non functional
31746,functional
38532,functional
28085,functional
66783,non functional
62348,functional
10415,functional
64277,functional
30243,non functional
18608,non functional
72084,functional
69497,non functional
58313,non functional
73001,functional
32260,non functional
468,functional
3814,functional
56791,non functional
73635,non functional
66572,functional
37710,functional needs repair
25129,functional
36407,functional
30726,non functional
70825,functional
987,functional
43695,non functional
32826,non functional
50658,functional
14164,non functional
19146,non functional
35746,functional
66833,functional
49813,functional
19521,functional
40310,functional
4,functional needs repair
31928,functional needs repair
65771,non functional
22420,functional
67620,non functional
8979,non functional
48770,functional
73918,functional
6575,non functional
70125,functional
54806,functional
66344,functional needs repair
32111,non functional
73208,functional
30601,functional
45071,non functional
62437,functional
46006,functional
19925,functional
68828,functional
34793,functional
69440,functional
42271,functional
53051,functional
67776,functional
17627,functional
2566,functional
46019,non functional
72052,non functional
10634,non functional
3010,functional
13225,non functional
36989,functional
24009,non functional
64438,non functional
70888,functional
49765,non functional
26884,functional
54704,functional
28962,functional
24993,non functional
